"DMPC    ","C36     ","CTL2    "," -0.1800"
"DMPC    ","H6X     ","HAL     ","  0.0900"
"DMPC    ","H6Y     ","HAL     ","  0.0900"
"DMPC    ","C37     ","CTL2    "," -0.1800"
"DMPC    ","H7X     ","HAL     ","  0.0900"
"DMPC    ","H7Y     ","HAL     ","  0.0900"
"DMPC    ","C38     ","CTL2    "," -0.1800"
"DMPC    ","H8X     ","HAL     ","  0.0900"
"DMPC    ","H8Y     ","HAL     ","  0.0900"
"DMPC    ","C39     ","CTL2    "," -0.1800"
"DMPC    ","H9X     ","HAL     ","  0.0900"
"DMPC    ","H9Y     ","HAL     ","  0.0900"
"DMPC    ","C310    ","CTL2    "," -0.1800"
"DMPC    ","H10X    ","HAL     ","  0.0900"
"DMPC    ","H10Y    ","HAL     ","  0.0900"
"DMPC    ","C311    ","CTL2    "," -0.1800"
"DMPC    ","H11X    ","HAL     ","  0.0900"
"DMPC    ","H11Y    ","HAL     ","  0.0900"
"DMPC    ","C312    ","CTL2    "," -0.1800"
"DMPC    ","H12X    ","HAL     ","  0.0900"
"DMPC    ","H12Y    ","HAL     ","  0.0900"
"DMPC    ","C313    ","CTL2    "," -0.1800"
"DMPC    ","H13X    ","HAL     ","  0.0900"
"DMPC    ","H13Y    ","HAL     ","  0.0900"
"DMPC    ","C314    ","CTL3    "," -0.2700"
"DMPC    ","H14X    ","HAL     ","  0.0900"
"DMPC    ","H14Y    ","HAL     ","  0.0900"
"DMPC    ","H14Z    ","HAL     ","  0.0900"
"SDS     ","S       ","SL      ","  1.3300"
"SDS     ","OS1     ","OSL     "," -0.2800"
"SDS     ","OS2     ","O2L     "," -0.6500"
"SDS     ","OS3     ","O2L     "," -0.6500"
"SDS     ","OS4     ","O2L     "," -0.6500"
"SDS     ","C1      ","CTL2    "," -0.2800"
"SDS     ","H11     ","HAL     ","  0.0900"
"SDS     ","H12     ","HAL     ","  0.0900"
"SDS     ","C2      ","CTL2    "," -0.1800"
"SDS     ","H21     ","HAL     ","  0.0900"
"SDS     ","H22     ","HAL     ","  0.0900"
"SDS     ","C3      ","CTL2    "," -0.1800"
"SDS     ","H31     ","HAL     ","  0.0900"
"SDS     ","H32     ","HAL     ","  0.0900"
"SDS     ","C4      ","CTL2    "," -0.1800"
"SDS     ","H41     ","HAL     ","  0.0900"
"SDS     ","H42     ","HAL     ","  0.0900"
"SDS     ","C5      ","CTL2    "," -0.1800"
"SDS     ","H51     ","HAL     ","  0.0900"
"SDS     ","H52     ","HAL     ","  0.0900"
"SDS     ","C6      ","CTL2    "," -0.1800"
"SDS     ","H61     ","HAL     ","  0.0900"
"SDS     ","H62     ","HAL     ","  0.0900"
"SDS     ","C7      ","CTL2    "," -0.1800"
"SDS     ","H71     ","HAL     ","  0.0900"
"SDS     ","H72     ","HAL     ","  0.0900"
"SDS     ","C8      ","CTL2    "," -0.1800"
"SDS     ","H81     ","HAL     ","  0.0900"
"SDS     ","H82     ","HAL     ","  0.0900"
"SDS     ","C9      ","CTL2    "," -0.1800"
"SDS     ","H91     ","HAL     ","  0.0900"
"SDS     ","H92     ","HAL     ","  0.0900"
"SDS     ","C10     ","CTL2    "," -0.1800"
"SDS     ","H101    ","HAL     ","  0.0900"
"SDS     ","H102    ","HAL     ","  0.0900"
"SDS     ","C11     ","CTL2    "," -0.1800"
"SDS     ","H111    ","HAL     ","  0.0900"
"SDS     ","H112    ","HAL     ","  0.0900"
"SDS     ","C12     ","CTL3    "," -0.2700"
"SDS     ","H121    ","HAL     ","  0.0900"
"SDS     ","H122    ","HAL     ","  0.0900"
"SDS     ","H123    ","HAL     ","  0.0900"
